"","name","no_calls","all_calls","missingness_rate","private_variant_count","heterozygous_variant_count","O_HOM","E_HOM","N_SITES","F","perct_het_alt_in_snvs","perct_hom_alt_in_snvs","hom_AA_count","het_RA_count"
"1952","NA18986",0,22814862,0,17799,2043691,75533615,75047578.81,77572882,0.19247,0,1,78954,0
"1953","NA18987",0,20305931,0,12520,1952237,75684177,75047578.81,77572882,0.25209,0.546,0.454,49421,59389
"1954","NA18988",0,24386771,0,18622,2007792,75569640,75047578.81,77572882,0.20673,0,1,77691,0
"1955","NA18989",0,19775238,0,16511,2011102,75566058,75047578.81,77572882,0.20531,0,1,76233,0
"1956","NA18990",0,22020026,0,12258,2000526,75576295,75047578.81,77572882,0.20937,0,1,80629,0
"1957","NA18991",0,20562632,0,16571,2063750,75571771,75047578.81,77572882,0.20758,0.54,0.46,49876,58544
"1958","NA18992",0,20302831,0,11510,1919651,75710245,75047578.81,77572882,0.26241,0.505,0.495,51918,52985
"1959","NA18993",0,19661646,0,16413,2055217,75577074,75047578.81,77572882,0.20968,0.523,0.477,50423,55393
"1960","NA18994",0,19924660,0,10772,1977285,75599240,75047578.81,77572882,0.21845,0,1,77716,0
"1961","NA18995",0,20381679,0,14922,1963445,75613241,75047578.81,77572882,0.224,0,1,76693,0
"1962","NA18997",0,20781510,0,17491,2029696,75599026,75047578.81,77572882,0.21837,0.492,0.508,53724,52091
"1963","NA18998",0,20500782,0,18765,2075888,75555371,75047578.81,77572882,0.20108,0.509,0.491,52362,54265
"1964","NA18999",0,19563368,0,10713,2061382,75573691,75047578.81,77572882,0.20834,0.537,0.463,50316,58325
"1965","NA19000",0,24402906,0,15627,2021556,75555268,75047578.81,77572882,0.20104,0,1,78401,0
"1966","NA19001",0,20904224,0,18037,2085645,75549872,75047578.81,77572882,0.1989,0.534,0.466,51282,58787
"1967","NA19002",0,19261667,0,10670,2049026,75582232,75047578.81,77572882,0.21172,0.518,0.482,50885,54759
"1968","NA19003",0,19469944,0,10417,2026465,75605950,75047578.81,77572882,0.22111,0.516,0.484,52308,55860
"1969","NA19004",0,19940352,0,16863,2014561,75562393,75047578.81,77572882,0.20386,0,1,79946,0
"1970","NA19005",0,19230004,0,13334,2022577,75554014,75047578.81,77572882,0.20054,0,1,78991,0
"1971","NA19006",0,20005746,0,15358,1996588,75580023,75047578.81,77572882,0.21084,0,1,79335,0
"1972","NA19007",0,26901874,0,11895,2009755,75566883,75047578.81,77572882,0.20564,0,1,76592,0
"1973","NA19009",0,20300160,0,9023,1995387,75581417,75047578.81,77572882,0.2114,0,1,78636,0
"1974","NA19010",0,19815921,0,16238,2050584,75582230,75047578.81,77572882,0.21172,0.528,0.472,49926,55904
"1975","NA19011",0,23169807,0,17737,2090630,75547531,75047578.81,77572882,0.19798,0.557,0.443,48509,61072
"1976","NA19012",0,22808819,0,9955,1808214,75769101,75047578.81,77572882,0.28572,0,1,78058,0
"1977","NA19017",0,23058839,0,27985,2986042,74695814,75047578.81,77572882,-0.1393,0.642,0.358,57637,103157
"1978","NA19019",0,22023935,0,30194,2947387,74741035,75047578.81,77572882,-0.12139,0.667,0.333,54922,109837
"1979","NA19020",0,22857610,0,30209,2880211,74698103,75047578.81,77572882,-0.13839,0,1,114973,0
"1980","NA19023",0,23133825,0,27886,2982501,74712202,75047578.81,77572882,-0.13281,0.686,0.314,53231,116176
"1981","NA19024",0,21564104,0,31714,2985256,74697212,75047578.81,77572882,-0.13874,0.655,0.345,54697,103976
"1982","NA19025",0,25509359,0,23588,2840841,74737566,75047578.81,77572882,-0.12276,0,1,105841,0
"1983","NA19026",0,21118352,0,23407,2857195,74721269,75047578.81,77572882,-0.12922,0,1,108046,0
"1984","NA19027",0,23579406,0,22327,2826856,74751788,75047578.81,77572882,-0.11713,0,1,102255,0
"1985","NA19028",0,22376954,0,27490,2873848,74704781,75047578.81,77572882,-0.13575,0,1,111265,0
"1986","NA19030",0,21499125,0,30600,2952971,74733118,75047578.81,77572882,-0.12452,0.662,0.338,54873,107527
"1987","NA19031",0,25025054,0,28022,2865104,74713460,75047578.81,77572882,-0.13231,0,1,110071,0
"1988","NA19035",0,23300887,0,24296,2842781,74735773,75047578.81,77572882,-0.12347,0,1,106957,0
"1989","NA19036",0,22427290,0,21485,2972236,74708501,75047578.81,77572882,-0.13427,0.642,0.358,57186,102472
"1990","NA19037",0,23286917,0,23228,2962602,74727495,75047578.81,77572882,-0.12675,0.686,0.314,51369,112214
"1991","NA19038",0,24927486,0,27338,2954561,74736496,75047578.81,77572882,-0.12319,0.677,0.323,53494,111980
"1992","NA19041",0,22426399,0,28863,2865677,74712740,75047578.81,77572882,-0.13259,0,1,106780,0
"1993","NA19042",0,26288002,0,25065,2980802,74709951,75047578.81,77572882,-0.1337,0.687,0.313,50754,111576
"1994","NA19043",0,23890064,0,28457,2857159,74721460,75047578.81,77572882,-0.12914,0,1,112601,0
"1995","NA19054",0,22532591,0,15138,2060450,75569901,75047578.81,77572882,0.20684,0.506,0.494,51955,53304
"1996","NA19055",0,20852881,0,11799,2003791,75572753,75047578.81,77572882,0.20796,0,1,78693,0
"1997","NA19056",0,20303897,0,11255,2002022,75574794,75047578.81,77572882,0.20877,0,1,79970,0
"1998","NA19057",0,19931035,0,12781,2059449,75574674,75047578.81,77572882,0.20873,0.535,0.465,49794,57362
"1999","NA19058",0,22371211,0,11747,2002966,75573787,75047578.81,77572882,0.20837,0,1,77827,0
"2000","NA19059",0,19114770,0,13129,2056544,75578784,75047578.81,77572882,0.21035,0.54,0.46,49924,58644
"2001","NA19060",0,19529217,0,11342,1987939,75588824,75047578.81,77572882,0.21433,0,1,78215,0
"2002","NA19062",0,19379598,0,13064,2007183,75570125,75047578.81,77572882,0.20692,0,1,79148,0
"2003","NA19063",0,19978358,0,13754,2003732,75572472,75047578.81,77572882,0.20785,0,1,79794,0
"2004","NA19064",0,21722217,0,15966,2077278,75560378,75047578.81,77572882,0.20306,0.554,0.446,49201,61024
"2005","NA19065",0,19771493,0,15757,2062816,75576121,75047578.81,77572882,0.2093,0.564,0.436,48264,62390
"2006","NA19066",0,20671782,0,15543,2018669,75558318,75047578.81,77572882,0.20225,0,1,78203,0
"2007","NA19067",0,23063212,0,13766,2002445,75574543,75047578.81,77572882,0.20867,0,1,78000,0
"2008","NA19068",0,21094883,0,17992,2015836,75561602,75047578.81,77572882,0.20355,0,1,79733,0
"2009","NA19070",0,20393731,0,13197,2005643,75571052,75047578.81,77572882,0.20729,0,1,77308,0
"2010","NA19072",0,21276314,0,19246,2015324,75561673,75047578.81,77572882,0.20358,0,1,78772,0
"2011","NA19074",0,19059571,0,14222,2031426,75604458,75047578.81,77572882,0.22052,0.542,0.458,50254,59585
"2012","NA19075",0,21719615,0,10705,1981703,75595160,75047578.81,77572882,0.21684,0,1,78283,0
"2013","NA19076",0,20384701,0,9518,1957858,75618759,75047578.81,77572882,0.22618,0,1,76703,0
"2014","NA19077",0,20773164,0,13923,2058986,75573969,75047578.81,77572882,0.20845,0.51,0.49,53674,55787
"2015","NA19078",0,20206671,0,15948,2046839,75591725,75047578.81,77572882,0.21548,0.557,0.443,49162,61740
"2016","NA19079",0,19469274,0,11346,1990688,75585672,75047578.81,77572882,0.21308,0,1,78694,0
"2017","NA19080",0,21535746,0,9151,2009876,75625117,75047578.81,77572882,0.2287,0.537,0.463,50029,57950
"2018","NA19081",0,19577587,0,7280,2034715,75599622,75047578.81,77572882,0.2186,0.535,0.465,49695,57156
"2019","NA19082",0,20846370,0,10998,1990637,75586503,75047578.81,77572882,0.21341,0,1,78450,0
"2020","NA19083",0,20954221,0,14675,2016502,75560241,75047578.81,77572882,0.20301,0,1,78504,0
"2021","NA19084",0,18694242,0,9848,2061502,75572303,75047578.81,77572882,0.20779,0.522,0.478,51943,56671
"2022","NA19085",0,20607529,0,17827,2033831,75543534,75047578.81,77572882,0.19639,0,1,81122,0
"2023","NA19086",0,21560878,0,17147,1997924,75578764,75047578.81,77572882,0.21035,0,1,77602,0
"2024","NA19087",0,19142190,0,17876,2064411,75572971,75047578.81,77572882,0.20805,0.551,0.449,49277,60499
"2025","NA19088",0,19094196,0,10564,1993503,75583916,75047578.81,77572882,0.21239,0,1,77669,0
"2026","NA19089",0,21251544,0,16089,2008330,75569112,75047578.81,77572882,0.20652,0,1,76311,0
"2027","NA19090",0,20480034,0,17000,2046359,75586553,75047578.81,77572882,0.21343,0.527,0.473,49946,55594
"2028","NA19091",0,19803396,0,16383,1977202,75600087,75047578.81,77572882,0.21879,0,1,80912,0
"2029","NA19092",0,21772598,0,12272,2836077,74742456,75047578.81,77572882,-0.12083,0,1,107606,0
"2030","NA19093",0,21636438,0,11288,2925496,74757334,75047578.81,77572882,-0.11493,0.645,0.355,57239,104126
"2031","NA19095",0,22409408,0,14254,2932557,74756974,75047578.81,77572882,-0.11508,0.675,0.325,53247,110818
"2032","NA19096",0,21965851,0,13075,2829570,74749270,75047578.81,77572882,-0.11813,0,1,108947,0
"2033","NA19098",0,23874687,0,14541,2829986,74748268,75047578.81,77572882,-0.11852,0,1,107657,0
"2034","NA19099",0,22456725,0,12807,2948764,74741549,75047578.81,77572882,-0.12119,0.685,0.315,51618,112020
"2035","NA19102",0,21625582,0,16873,2950020,74738687,75047578.81,77572882,-0.12232,0.663,0.337,56080,110184
"2036","NA19107",0,22617917,0,11564,2817101,74761184,75047578.81,77572882,-0.11341,0,1,109761,0
"2037","NA19108",0,21736615,0,11428,2915785,74767070,75047578.81,77572882,-0.11108,0.658,0.342,54540,105124
"2038","NA19113",0,21618481,0,11559,2798094,74780880,75047578.81,77572882,-0.10561,0,1,109437,0
"2039","NA19114",0,22505711,0,11625,2957954,74729455,75047578.81,77572882,-0.12597,0.663,0.337,55208,108778
"2040","NA19116",0,21425953,0,5853,2922807,74759674,75047578.81,77572882,-0.11401,0.643,0.357,57673,103930
"2041","NA19117",0,22408160,0,12688,2828537,74749904,75047578.81,77572882,-0.11788,0,1,109533,0
"2042","NA19118",0,22876273,0,14298,2958622,74725410,75047578.81,77572882,-0.12758,0.66,0.34,54327,105375
"2043","NA19119",0,21770833,0,14457,2829856,74748540,75047578.81,77572882,-0.11842,0,1,113512,0
"2044","NA19121",0,22495968,0,13010,2815657,74762655,75047578.81,77572882,-0.11283,0,1,106450,0
"2045","NA19129",0,21593201,0,12089,2931861,74754503,75047578.81,77572882,-0.11606,0.668,0.332,53757,108059
"2046","NA19130",0,21104240,0,8575,2830813,74747159,75047578.81,77572882,-0.11896,0,1,111746,0
"2047","NA19131",0,22049681,0,16912,2960166,74725825,75047578.81,77572882,-0.12741,0.656,0.344,56147,107135
"2048","NA19137",0,23079708,0,13462,2926805,74757174,75047578.81,77572882,-0.115,0.653,0.347,56097,105634
"2049","NA19138",0,21783254,0,12029,2824240,74754107,75047578.81,77572882,-0.11621,0,1,106775,0
"2050","NA19141",0,21944809,0,9912,2814086,74764712,75047578.81,77572882,-0.11201,0,1,107291,0
"2051","NA19143",0,21777593,0,8912,2929469,74753570,75047578.81,77572882,-0.11643,0.65,0.35,56409,104876
"2052","NA19144",0,23123875,0,11006,2845795,74732622,75047578.81,77572882,-0.12472,0,1,108513,0
"2053","NA19146",0,22315481,0,13822,2837371,74741083,75047578.81,77572882,-0.12137,0,1,109292,0
"2054","NA19147",0,23325610,0,11543,2939814,74742617,75047578.81,77572882,-0.12076,0.65,0.35,56112,104314
"2055","NA19149",0,22949838,0,8941,2920448,74763313,75047578.81,77572882,-0.11257,0.66,0.34,54427,105439
"2056","NA19152",0,22379828,0,16408,2953316,74735334,75047578.81,77572882,-0.12365,0.676,0.324,52827,110385
"2057","NA19153",0,21309024,0,11088,2817120,74761022,75047578.81,77572882,-0.11347,0,1,106021,0
"2058","NA19159",0,23131977,0,14101,2962581,74714394,75047578.81,77572882,-0.13194,0.625,0.375,59130,98388
"2059","NA19160",0,21514701,0,10998,2828140,74750447,75047578.81,77572882,-0.11766,0,1,110230,0
"2060","NA19171",0,21393451,0,16307,2828192,74750321,75047578.81,77572882,-0.11771,0,1,112260,0
"2061","NA19172",0,21874610,0,8411,2926293,74760773,75047578.81,77572882,-0.11357,0.669,0.331,53630,108635
"2062","NA19175",0,21835950,0,14485,2843917,74734468,75047578.81,77572882,-0.12399,0,1,110951,0
"2063","NA19184",0,25505777,0,16385,2827140,74751212,75047578.81,77572882,-0.11736,0,1,108754,0
"2064","NA19185",0,21683635,0,12285,2963259,74719970,75047578.81,77572882,-0.12973,0.647,0.353,56984,104639
"2065","NA19189",0,22698850,0,8062,2779817,74798211,75047578.81,77572882,-0.09875,0,1,105841,0
"2066","NA19190",0,22390287,0,11755,2941281,74741677,75047578.81,77572882,-0.12113,0.645,0.355,57628,104640
"2067","NA19197",0,22263324,0,11739,2936420,74747123,75047578.81,77572882,-0.11898,0.659,0.341,54520,105326
"2068","NA19198",0,22774721,0,10571,2822268,74755859,75047578.81,77572882,-0.11552,0,1,109103,0
"2069","NA19200",0,21646030,0,9903,2820421,74758059,75047578.81,77572882,-0.11465,0,1,110173,0
"2070","NA19201",0,23123592,0,10101,2908644,74775782,75047578.81,77572882,-0.10763,0.666,0.334,53353,106250
"2071","NA19204",0,26736765,0,17287,2937239,74753585,75047578.81,77572882,-0.11642,0.68,0.32,52625,112059
"2072","NA19206",0,21332097,0,12639,2938457,74743934,75047578.81,77572882,-0.12024,0.641,0.359,58212,103957
"2073","NA19207",0,21894446,0,10500,2826406,74752028,75047578.81,77572882,-0.11704,0,1,111991,0
"2074","NA19209",0,23898530,0,11294,2933679,74752009,75047578.81,77572882,-0.11704,0.658,0.342,55769,107431
"2075","NA19210",0,24125259,0,13309,2839969,74738489,75047578.81,77572882,-0.1224,0,1,110806,0
"2076","NA19213",0,22126115,0,15691,2853133,74725561,75047578.81,77572882,-0.12752,0,1,109716,0
"2077","NA19214",0,22420411,0,12867,2952771,74731975,75047578.81,77572882,-0.12498,0.656,0.344,55858,106479
"2078","NA19222",0,23988522,0,12136,2924537,74759039,75047578.81,77572882,-0.11426,0.651,0.349,56531,105613
"2079","NA19223",0,21258992,0,10439,2813442,74764772,75047578.81,77572882,-0.11199,0,1,112471,0
"2080","NA19225",0,21744885,0,12375,2941507,74738425,75047578.81,77572882,-0.12242,0.636,0.364,58105,101541
"2081","NA19235",0,22279768,0,9422,2947775,74739999,75047578.81,77572882,-0.1218,0.67,0.33,53999,109470
"2082","NA19236",0,23402468,0,10387,2836996,74741505,75047578.81,77572882,-0.1212,0,1,110259,0
"2083","NA19238",0,21618026,0,11460,2934728,74742807,75047578.81,77572882,-0.12069,0.634,0.366,57256,99356
"2084","NA19239",0,21596986,0,10000,2830872,74747819,75047578.81,77572882,-0.1187,0,1,109516,0
"2085","NA19247",0,21936985,0,8582,2907739,74773263,75047578.81,77572882,-0.10863,0.65,0.35,55152,102358
"2086","NA19248",0,22571419,0,10137,2824771,74754013,75047578.81,77572882,-0.11625,0,1,107640,0
"2087","NA19256",0,22396673,0,12313,2847437,74731028,75047578.81,77572882,-0.12535,0,1,105775,0
"2088","NA19257",0,22190192,0,12435,2951333,74730380,75047578.81,77572882,-0.12561,0.655,0.345,54489,103416
"2089","NA19307",0,22889117,0,24382,2882388,74696006,75047578.81,77572882,-0.13922,0,1,102306,0
"2090","NA19308",0,24360929,0,29067,2889211,74688541,75047578.81,77572882,-0.14218,0,1,105916,0
"2091","NA19309",0,23396310,0,24514,2857773,74721128,75047578.81,77572882,-0.12927,0,1,106477,0
"2092","NA19310",0,22827469,0,25848,2958913,74723060,75047578.81,77572882,-0.12851,0.658,0.342,53768,103484
"2093","NA19312",0,23337247,0,11596,2830978,74747718,75047578.81,77572882,-0.11874,0,1,108281,0
"2094","NA19314",0,21689226,0,30602,2963289,74724766,75047578.81,77572882,-0.12783,0.666,0.334,54861,109442
"2095","NA19315",0,21816978,0,22790,2944383,74742452,75047578.81,77572882,-0.12083,0.676,0.324,51814,108117
"2096","NA19316",0,21707366,0,22060,2962021,74729615,75047578.81,77572882,-0.12591,0.692,0.308,50434,113410
"2097","NA19317",0,23961085,0,18745,2861406,74716764,75047578.81,77572882,-0.131,0,1,105508,0
"2098","NA19318",0,21491973,0,17205,2842596,74735515,75047578.81,77572882,-0.12357,0,1,107992,0
"2099","NA19319",0,20871373,0,20956,2852809,74725620,75047578.81,77572882,-0.12749,0,1,108409,0
"2100","NA19320",0,22925277,0,18095,2964117,74723416,75047578.81,77572882,-0.12837,0.667,0.333,54438,108987
"2101","NA19321",0,22491611,0,18546,2968566,74714168,75047578.81,77572882,-0.13203,0.658,0.342,54391,104778
"2102","NA19323",0,21713624,0,32596,2960037,74728986,75047578.81,77572882,-0.12616,0.696,0.304,48121,110193
"2103","NA19324",0,22704295,0,19108,2948016,74738731,75047578.81,77572882,-0.1223,0.663,0.337,55133,108504
"2104","NA19327",0,22959140,0,23838,2953380,74731597,75047578.81,77572882,-0.12513,0.659,0.341,55115,106569
"2105","NA19328",0,21812859,0,17145,2906076,74773912,75047578.81,77572882,-0.10837,0.63,0.37,59865,101759
"2106","NA19331",0,22344601,0,16299,2882839,74696325,75047578.81,77572882,-0.13909,0,1,108502,0
"2107","NA19332",0,38158282,0,20203,2848468,74730640,75047578.81,77572882,-0.12551,0.054,0.946,101648,5747
"2108","NA19334",0,22407042,0,10954,2846228,74732548,75047578.81,77572882,-0.12475,0,1,109617,0
"2109","NA19338",0,24766513,0,17905,2969714,74719163,75047578.81,77572882,-0.13005,0.687,0.313,50381,110456
"2110","NA19346",0,21234194,0,19034,2835822,74742353,75047578.81,77572882,-0.12087,0,1,107671,0
"2111","NA19347",0,24203057,0,18282,2837253,74741004,75047578.81,77572882,-0.1214,0,1,109598,0
"2112","NA19350",0,22927708,0,17777,2870158,74708195,75047578.81,77572882,-0.13439,0,1,104772,0
"2113","NA19351",0,22748034,0,20215,2944785,74738294,75047578.81,77572882,-0.12247,0.645,0.355,57501,104522
"2114","NA19355",0,24826662,0,23607,2970126,74718520,75047578.81,77572882,-0.1303,0.682,0.318,51181,109765
"2115","NA19360",0,21667585,0,24024,2854562,74724089,75047578.81,77572882,-0.1281,0,1,110971,0
"2116","NA19372",0,21866745,0,20894,2848342,74730000,75047578.81,77572882,-0.12576,0,1,111263,0
"2117","NA19374",0,21785734,0,25700,2879611,74698844,75047578.81,77572882,-0.1381,0,1,105691,0
"2118","NA19375",0,23128479,0,17792,2832860,74745837,75047578.81,77572882,-0.11949,0,1,107427,0
"2119","NA19376",0,24268201,0,17543,2877213,74700879,75047578.81,77572882,-0.13729,0,1,106791,0
"2120","NA19377",0,22580888,0,22356,2956977,74730659,75047578.81,77572882,-0.1255,0.666,0.334,54572,108837
"2121","NA19378",0,22248346,0,31713,2978820,74712065,75047578.81,77572882,-0.13286,0.685,0.315,52000,112989
"2122","NA19379",0,21102276,0,24075,2961776,74726056,75047578.81,77572882,-0.12732,0.672,0.328,53266,109149
"2123","NA19380",0,22267922,0,26076,2855749,74722842,75047578.81,77572882,-0.12859,0,1,107798,0
"2124","NA19383",0,21096617,0,28124,2843615,74734910,75047578.81,77572882,-0.12381,0,1,105451,0
"2125","NA19384",0,21888245,0,14680,2841284,74737037,75047578.81,77572882,-0.12297,0,1,110879,0
"2126","NA19385",0,22299416,0,23751,2875156,74703367,75047578.81,77572882,-0.13631,0,1,107399,0
"2127","NA19390",0,21924290,0,25701,2962631,74731943,75047578.81,77572882,-0.12499,0.698,0.302,50073,115842
"2128","NA19391",0,22013764,0,20710,2955535,74728596,75047578.81,77572882,-0.12631,0.653,0.347,56133,105778
"2129","NA19393",0,22406785,0,19377,2863475,74714719,75047578.81,77572882,-0.13181,0,1,106942,0
"2130","NA19394",0,22211184,0,23027,2860841,74717410,75047578.81,77572882,-0.13074,0,1,106865,0
"2131","NA19395",0,20966518,0,22917,2956146,74724064,75047578.81,77572882,-0.12811,0.648,0.352,55288,101622
"2132","NA19397",0,22604217,0,18910,2825880,74752175,75047578.81,77572882,-0.11698,0,1,101976,0
"2133","NA19399",0,22505448,0,23282,2980059,74703287,75047578.81,77572882,-0.13634,0.655,0.345,55043,104621
"2134","NA19401",0,22011377,0,23077,2959856,74727596,75047578.81,77572882,-0.12671,0.68,0.32,51139,108909
"2135","NA19403",0,24156120,0,24070,2937870,74745787,75047578.81,77572882,-0.11951,0.653,0.347,55962,105164
"2136","NA19404",0,21446314,0,20672,2947582,74738347,75047578.81,77572882,-0.12245,0.663,0.337,54529,107414
"2137","NA19428",0,25433566,0,21223,2851035,74727573,75047578.81,77572882,-0.12672,0,1,107556,0
"2138","NA19429",0,21652673,0,19437,2852711,74726034,75047578.81,77572882,-0.12733,0,1,109305,0
"2139","NA19430",0,22051693,0,9273,2855871,74722475,75047578.81,77572882,-0.12874,0,1,109185,0
"2140","NA19431",0,23705531,0,9846,2939110,74749787,75047578.81,77572882,-0.11792,0.671,0.329,53981,110134
"2141","NA19434",0,22990348,0,14272,2934921,74747463,75047578.81,77572882,-0.11884,0.658,0.342,54067,103817
"2142","NA19435",0,21866349,0,20600,2943799,74743174,75047578.81,77572882,-0.12054,0.676,0.324,52074,108546
"2143","NA19436",0,23097578,0,8105,2941150,74746755,75047578.81,77572882,-0.11912,0.683,0.317,50964,109619
"2144","NA19437",0,21947766,0,24170,2952027,74737151,75047578.81,77572882,-0.12293,0.684,0.316,51152,110843
"2145","NA19438",0,21025124,0,12954,2945574,74741230,75047578.81,77572882,-0.12131,0.666,0.334,54619,108746
"2146","NA19439",0,21800414,0,26053,2941610,74734654,75047578.81,77572882,-0.12392,0.631,0.369,57225,97877
"2147","NA19440",0,21839480,0,29077,2967750,74712249,75047578.81,77572882,-0.13279,0.644,0.356,56016,101360
"2148","NA19443",0,23065305,0,27911,2870281,74708040,75047578.81,77572882,-0.13445,0,1,105419,0
"2149","NA19445",0,22256760,0,23244,2959117,74730737,75047578.81,77572882,-0.12547,0.678,0.322,52787,111261
"2150","NA19446",0,23206610,0,22114,2942081,74744191,75047578.81,77572882,-0.12014,0.668,0.332,53361,107365
"2151","NA19448",0,21703572,0,12029,2798630,74779769,75047578.81,77572882,-0.10605,0,1,106852,0
"2152","NA19449",0,22499529,0,16227,2948720,74736460,75047578.81,77572882,-0.1232,0.675,0.325,51520,106850
"2153","NA19451",0,23302172,0,10279,2819343,74758852,75047578.81,77572882,-0.11433,0,1,107016,0
"2154","NA19452",0,22256715,0,13996,2848329,74730086,75047578.81,77572882,-0.12572,0,1,98972,0
"2155","NA19454",0,28293630,0,26734,2847001,74731614,75047578.81,77572882,-0.12512,0,1,109914,0
"2156","NA19455",0,21587243,0,18791,2865062,74713586,75047578.81,77572882,-0.13226,0,1,107928,0
"2157","NA19456",0,23375893,0,12428,2939113,74744033,75047578.81,77572882,-0.1202,0.668,0.332,52144,104722
"2158","NA19457",0,22959429,0,18337,2944705,74739843,75047578.81,77572882,-0.12186,0.672,0.328,51929,106165
"2159","NA19461",0,22237738,0,12625,2828008,74750075,75047578.81,77572882,-0.11781,0,1,106659,0
"2160","NA19462",0,21827963,0,18432,2961224,74725820,75047578.81,77572882,-0.12741,0.675,0.325,52335,108482
"2161","NA19463",0,21315632,0,31278,2966042,74726469,75047578.81,77572882,-0.12716,0.691,0.309,51172,114270
"2162","NA19466",0,21665807,0,15072,2858309,74719893,75047578.81,77572882,-0.12976,0,1,99181,0
"2163","NA19467",0,21918100,0,14308,2933261,74749145,75047578.81,77572882,-0.11818,0.66,0.34,53333,103630
"2164","NA19468",0,21652436,0,10669,2930954,74757982,75047578.81,77572882,-0.11468,0.678,0.322,52524,110690
"2165","NA19471",0,21105065,0,19875,2962990,74725423,75047578.81,77572882,-0.12757,0.674,0.326,53233,110292
"2166","NA19472",0,21639416,0,27580,2979500,74708624,75047578.81,77572882,-0.13422,0.672,0.328,53601,110007
"2167","NA19473",0,23106435,0,21674,2977287,74705905,75047578.81,77572882,-0.1353,0.665,0.335,52917,104889
"2168","NA19474",0,22065906,0,24391,2954729,74730516,75047578.81,77572882,-0.12555,0.667,0.333,53750,107884
"2169","NA19475",0,23964471,0,30319,2982440,74700418,75047578.81,77572882,-0.13747,0.647,0.353,56727,104181
"2170","NA19625",0,24103299,0,12067,2962879,74720604,75047578.81,77572882,-0.12948,0.718,0.282,41289,105053
"2171","NA19648",0,20028429,0,8591,2178898,75459169,75047578.81,77572882,0.16299,0.573,0.427,45640,61232
"2172","NA19649",0,19801145,0,15031,2189126,75386630,75047578.81,77572882,0.13426,0,1,77957,0
"2173","NA19651",0,20420881,0,13871,2326604,75316814,75047578.81,77572882,0.10661,0.6,0.4,44078,66187
"2174","NA19652",0,20303639,0,12863,2245341,75332073,75047578.81,77572882,0.11266,0,1,76411,0
"2175","NA19654",0,20433569,0,15331,2249850,75385849,75047578.81,77572882,0.13395,0.542,0.458,49379,58372
"2176","NA19655",0,18852920,0,13740,2225247,75351879,75047578.81,77572882,0.1205,0,1,76317,0
"2177","NA19657",0,19529143,0,12220,2246435,75399800,75047578.81,77572882,0.13948,0.607,0.393,44894,69423
"2178","NA19658",0,19529818,0,15911,2217887,75359507,75047578.81,77572882,0.12352,0,1,74417,0
"2179","NA19661",0,20165403,0,17101,2222123,75355199,75047578.81,77572882,0.12182,0,1,77568,0
"2180","NA19663",0,20514439,0,12665,2210882,75426377,75047578.81,77572882,0.15,0.55,0.45,49835,60913
"2181","NA19664",0,21401968,0,14774,2207633,75368930,75047578.81,77572882,0.12725,0,1,77105,0
"2182","NA19669",0,20149402,0,17540,2247886,75394954,75047578.81,77572882,0.13756,0.601,0.399,43459,65585
"2183","NA19670",0,19196360,0,15942,2181842,75395597,75047578.81,77572882,0.13781,0,1,77615,0
"2184","NA19676",0,22329248,0,16391,2240541,75336618,75047578.81,77572882,0.11446,0,1,84244,0
"2185","NA19678",0,21202715,0,18391,2371379,75289562,75047578.81,77572882,0.09582,0.671,0.329,40951,83408
"2186","NA19679",0,21121985,0,15402,2053828,75523751,75047578.81,77572882,0.18856,0,1,76604,0
"2187","NA19681",0,20418664,0,14372,2251729,75402488,75047578.81,77572882,0.14054,0.647,0.353,41874,76610
"2188","NA19682",0,19552579,0,11007,2140421,75435826,75047578.81,77572882,0.15374,0,1,81267,0
"2189","NA19684",0,20644503,0,12035,2324401,75322082,75047578.81,77572882,0.1087,0.621,0.379,42206,69161
"2190","NA19700",0,21193746,0,15234,2854594,74724048,75047578.81,77572882,-0.12812,0,1,108192,0
"2191","NA19701",0,23002237,0,15829,2968633,74722365,75047578.81,77572882,-0.12878,0.687,0.313,51414,112639
"2192","NA19703",0,21145714,0,15377,2845092,74733683,75047578.81,77572882,-0.1243,0,1,108032,0
"2193","NA19704",0,22234815,0,12860,2981531,74712617,75047578.81,77572882,-0.13264,0.739,0.261,40950,115801
"2194","NA19707",0,21375083,0,19866,2928960,74737782,75047578.81,77572882,-0.12268,0.662,0.338,45243,88508
"2195","NA19711",0,22548109,0,13081,2867128,74710901,75047578.81,77572882,-0.13332,0,1,102562,0
"2196","NA19712",0,23463353,0,18789,2945182,74743169,75047578.81,77572882,-0.12054,0.692,0.308,48878,110006
"2197","NA19713",0,21240147,0,17874,2951980,74736948,75047578.81,77572882,-0.12301,0.719,0.281,43113,110262
"2198","NA19716",0,20271713,0,13205,2255871,75381543,75047578.81,77572882,0.13225,0.558,0.442,47989,60486
"2199","NA19717",0,20886897,0,15627,2181918,75395660,75047578.81,77572882,0.13784,0,1,80175,0
"2200","NA19719",0,19496404,0,13846,2337807,75311840,75047578.81,77572882,0.10465,0.616,0.384,44641,71686
"2201","NA19720",0,22438789,0,20545,2180138,75397692,75047578.81,77572882,0.13864,0,1,78915,0
"2202","NA19722",0,20095683,0,12938,2295368,75352433,75047578.81,77572882,0.12072,0.629,0.371,41769,70777
