"","name","no_calls","all_calls","missingness_rate","private_variant_count","heterozygous_variant_count","O_HOM","E_HOM","N_SITES","F","perct_het_alt_in_snvs","perct_hom_alt_in_snvs","hom_AA_count","het_RA_count"
"1595","HG04062",0,20686080,0,13362,2267598,75374392,75047578.81,77572882,0.12942,0.579,0.421,47478,65364
"1596","HG04063",0,25581082,0,9354,2210559,75432001,75047578.81,77572882,0.15223,0.585,0.415,46463,65473
"1597","HG04070",0,23706957,0,16174,1878408,75763948,75047578.81,77572882,0.28368,0.59,0.41,46197,66492
"1598","HG04075",0,25411505,0,18050,2221094,75425224,75047578.81,77572882,0.14954,0.607,0.393,44570,68854
"1599","HG04076",0,20778240,0,12820,2257281,75387957,75047578.81,77572882,0.13479,0.596,0.404,45978,67809
"1600","HG04080",0,25955926,0,12454,2202190,75375316,75047578.81,77572882,0.12978,0,1,75182,0
"1601","HG04090",0,20940367,0,12328,2217606,75424291,75047578.81,77572882,0.14918,0.576,0.424,47418,64456
"1602","HG04093",0,25013854,0,12708,2160712,75416561,75047578.81,77572882,0.14611,0,1,76542,0
"1603","HG04094",0,24007057,0,13220,2177487,75399627,75047578.81,77572882,0.13941,0,1,77140,0
"1604","HG04096",0,26798148,0,11658,2040050,75537329,75047578.81,77572882,0.19394,0,1,76352,0
"1605","HG04098",0,25245145,0,18746,2221283,75356242,75047578.81,77572882,0.12223,0,1,77089,0
"1606","HG04099",0,20870682,0,14191,2276167,75371689,75047578.81,77572882,0.12835,0.612,0.388,44598,70227
"1607","HG04100",0,26125372,0,20890,2225739,75351426,75047578.81,77572882,0.12032,0,1,80351,0
"1608","HG04106",0,25109381,0,12258,2205385,75443084,75047578.81,77572882,0.15662,0.619,0.381,43835,71204
"1609","HG04107",0,25195691,0,11893,2151859,75425148,75047578.81,77572882,0.14951,0,1,80088,0
"1610","HG04118",0,20341507,0,13446,2279599,75366066,75047578.81,77572882,0.12612,0.608,0.392,43866,67916
"1611","HG04131",0,20529782,0,17445,2217542,75359812,75047578.81,77572882,0.12364,0,1,81436,0
"1612","HG04134",0,21392099,0,14389,2212530,75364715,75047578.81,77572882,0.12558,0,1,77715,0
"1613","HG04140",0,20624060,0,17161,2176953,75400432,75047578.81,77572882,0.13973,0,1,77142,0
"1614","HG04141",0,20511530,0,15953,2278478,75368876,75047578.81,77572882,0.12723,0.633,0.367,41090,70746
"1615","HG04144",0,20351393,0,22121,2289659,75359584,75047578.81,77572882,0.12355,0.611,0.389,46148,72538
"1616","HG04146",0,20975944,0,16459,2206379,75371139,75047578.81,77572882,0.12813,0,1,80666,0
"1617","HG04152",0,20700156,0,20991,2129039,75448443,75047578.81,77572882,0.15874,0,1,80190,0
"1618","HG04153",0,21759854,0,20202,2300660,75345039,75047578.81,77572882,0.11779,0.611,0.389,43725,68570
"1619","HG04155",0,19993694,0,19832,2214436,75363094,75047578.81,77572882,0.12494,0,1,80360,0
"1620","HG04156",0,20240000,0,15626,2277649,75367646,75047578.81,77572882,0.12674,0.597,0.403,45905,67984
"1621","HG04158",0,20006856,0,9347,2187441,75389708,75047578.81,77572882,0.13548,0,1,78935,0
"1622","HG04159",0,20031101,0,16969,2284577,75364436,75047578.81,77572882,0.12547,0.63,0.37,42268,71890
"1623","HG04161",0,20518784,0,18675,2205500,75371791,75047578.81,77572882,0.12839,0,1,79551,0
"1624","HG04162",0,21512044,0,17430,2306877,75338750,75047578.81,77572882,0.1153,0.613,0.387,43368,68620
"1625","HG04164",0,20880557,0,21547,2249902,75327256,75047578.81,77572882,0.11075,0,1,79573,0
"1626","HG04171",0,21510971,0,21033,2326025,75323289,75047578.81,77572882,0.10918,0.616,0.384,44951,71999
"1627","HG04173",0,19846804,0,15097,2218289,75358787,75047578.81,77572882,0.12324,0,1,77115,0
"1628","HG04176",0,23207536,0,22426,2229662,75347634,75047578.81,77572882,0.11882,0,1,78831,0
"1629","HG04177",0,21311650,0,21739,2272056,75375019,75047578.81,77572882,0.12966,0.612,0.388,44290,69929
"1630","HG04180",0,22661639,0,24323,2282893,75367137,75047578.81,77572882,0.12654,0.621,0.379,44485,72824
"1631","HG04182",0,21257049,0,15466,2199922,75376648,75047578.81,77572882,0.13031,0,1,77666,0
"1632","HG04183",0,19832345,0,14385,2246600,75389699,75047578.81,77572882,0.13548,0.557,0.443,47199,59427
"1633","HG04185",0,19757360,0,15210,2191941,75385229,75047578.81,77572882,0.13371,0,1,79014,0
"1634","HG04186",0,20641764,0,17029,2264270,75384918,75047578.81,77572882,0.13358,0.625,0.375,43014,71572
"1635","HG04188",0,20607771,0,20768,2206924,75370317,75047578.81,77572882,0.1278,0,1,80598,0
"1636","HG04189",0,20454720,0,20556,2293868,75352762,75047578.81,77572882,0.12085,0.606,0.394,44880,69163
"1637","HG04194",0,19650513,0,21791,2235041,75342448,75047578.81,77572882,0.11677,0,1,80402,0
"1638","HG04195",0,21539091,0,19494,2292879,75351470,75047578.81,77572882,0.12034,0.604,0.396,44151,67252
"1639","HG04198",0,23445823,0,17045,2231071,75346256,75047578.81,77572882,0.11827,0,1,81332,0
"1640","HG04200",0,26229220,0,17007,2273605,75373862,75047578.81,77572882,0.12921,0.607,0.393,45168,69892
"1641","HG04202",0,25201146,0,18888,2246487,75382223,75047578.81,77572882,0.13252,0.511,0.489,51335,53605
"1642","HG04206",0,27065791,0,17891,2184446,75392898,75047578.81,77572882,0.13674,0,1,81009,0
"1643","HG04209",0,23245968,0,19112,2131726,75504372,75047578.81,77572882,0.18089,0.545,0.455,49429,59175
"1644","HG04210",0,24533554,0,19053,2214533,75362456,75047578.81,77572882,0.12469,0,1,78693,0
"1645","HG04211",0,24266333,0,12881,1864646,75712304,75047578.81,77572882,0.26323,0,1,80378,0
"1646","HG04212",0,25690081,0,15403,2211540,75433979,75047578.81,77572882,0.15301,0.604,0.396,44857,68522
"1647","HG04214",0,24585285,0,16564,2281059,75365215,75047578.81,77572882,0.12578,0.616,0.384,42909,68890
"1648","HG04216",0,23654456,0,20844,2285341,75367129,75047578.81,77572882,0.12654,0.634,0.366,43148,74844
"1649","HG04219",0,20512911,0,15187,2230003,75347640,75047578.81,77572882,0.11882,0,1,77832,0
"1650","HG04222",0,24928572,0,20577,2226048,75351171,75047578.81,77572882,0.12022,0,1,78382,0
"1651","HG04225",0,23433549,0,16112,2224091,75353482,75047578.81,77572882,0.12114,0,1,78752,0
"1652","HG04227",0,24905942,0,20365,2278328,75366790,75047578.81,77572882,0.12641,0.596,0.404,46034,67791
"1653","HG04229",0,25177460,0,21575,2226500,75351489,75047578.81,77572882,0.12035,0,1,79952,0
"1654","HG04235",0,24974063,0,17774,2210327,75366736,75047578.81,77572882,0.12638,0,1,78845,0
"1655","HG04238",0,25533048,0,18360,2215304,75362119,75047578.81,77572882,0.12456,0,1,76974,0
"1656","HG04239",0,23987525,0,19258,2237596,75339259,75047578.81,77572882,0.1155,0,1,78524,0
"1657","NA06984",0,42559992,0,13039,2130656,75446312,75047578.81,77572882,0.1579,0,1,77473,0
"1658","NA06985",0,22628940,0,17161,2230625,75415375,75047578.81,77572882,0.14564,0.627,0.373,40596,68247
"1659","NA06986",0,19971231,0,15654,2135590,75441306,75047578.81,77572882,0.15591,0,1,76438,0
"1660","NA06989",0,21725329,0,9708,2197537,75447205,75047578.81,77572882,0.15825,0.618,0.382,41914,67773
"1661","NA06994",0,22934927,0,10570,2136799,75440402,75047578.81,77572882,0.15555,0,1,74146,0
"1662","NA07000",0,19371128,0,14792,2231540,75418096,75047578.81,77572882,0.14672,0.641,0.359,40394,72075
"1663","NA07037",0,21371140,0,14142,2215717,75430894,75047578.81,77572882,0.15179,0.631,0.369,40640,69376
"1664","NA07048",0,20821197,0,8790,2141817,75435464,75047578.81,77572882,0.1536,0,1,73199,0
"1665","NA07051",0,22491216,0,7172,2095542,75481686,75047578.81,77572882,0.1719,0,1,75047,0
"1666","NA07056",0,20167667,0,10621,2204138,75439808,75047578.81,77572882,0.15532,0.609,0.391,43035,66968
"1667","NA07347",0,20711268,0,15193,2150851,75426575,75047578.81,77572882,0.15008,0,1,75525,0
"1668","NA07357",0,24480484,0,11015,2130444,75446584,75047578.81,77572882,0.158,0,1,78111,0
"1669","NA10847",0,20171407,0,15276,2199293,75443522,75047578.81,77572882,0.15679,0.6,0.4,43611,65422
"1670","NA10851",0,22134264,0,9593,2113540,75463503,75047578.81,77572882,0.1647,0,1,73961,0
"1671","NA11829",0,22304119,0,15232,2141837,75435583,75047578.81,77572882,0.15365,0,1,74126,0
"1672","NA11830",0,20935643,0,4508,2173453,75462660,75047578.81,77572882,0.16437,0.572,0.428,44812,59968
"1673","NA11831",0,19729705,0,10663,2125571,75451722,75047578.81,77572882,0.16004,0,1,75468,0
"1674","NA11832",0,20100741,0,17744,2208570,75435495,75047578.81,77572882,0.15361,0.61,0.39,42969,67088
"1675","NA11840",0,20829386,0,12605,2197587,75447779,75047578.81,77572882,0.15848,0.618,0.382,42037,67958
"1676","NA11843",0,19978199,0,12384,2148746,75428700,75047578.81,77572882,0.15092,0,1,78429,0
"1677","NA11881",0,20208161,0,14170,2130893,75446168,75047578.81,77572882,0.15784,0,1,73776,0
"1678","NA11892",0,20191287,0,14441,2219139,75421520,75047578.81,77572882,0.14808,0.596,0.404,43467,64035
"1679","NA11893",0,22841875,0,11086,2130891,75446625,75047578.81,77572882,0.15802,0,1,76793,0
"1680","NA11894",0,20518224,0,10675,2214397,75430972,75047578.81,77572882,0.15182,0.606,0.394,44407,68345
"1681","NA11918",0,20308122,0,13896,2204067,75434877,75047578.81,77572882,0.15337,0.575,0.425,45706,61742
"1682","NA11919",0,21736419,0,15268,2173110,75404627,75047578.81,77572882,0.14139,0,1,76461,0
"1683","NA11920",0,21033680,0,14588,2215674,75430634,75047578.81,77572882,0.15169,0.628,0.372,40778,68878
"1684","NA11930",0,19747233,0,15073,2176937,75399821,75047578.81,77572882,0.13949,0,1,73409,0
"1685","NA11931",0,21556421,0,9557,2208656,75434786,75047578.81,77572882,0.15333,0.62,0.38,40928,66738
"1686","NA11932",0,20038463,0,12531,2161937,75415305,75047578.81,77572882,0.14562,0,1,76977,0
"1687","NA11933",0,20627567,0,12147,2224777,75414698,75047578.81,77572882,0.14538,0.585,0.415,44245,62443
"1688","NA11992",0,22317757,0,13285,2160218,75417414,75047578.81,77572882,0.14645,0,1,72000,0
"1689","NA11994",0,21341481,0,15831,2156902,75420482,75047578.81,77572882,0.14767,0,1,73870,0
"1690","NA11995",0,19790031,0,10681,2185298,75458628,75047578.81,77572882,0.16277,0.604,0.396,43657,66680
"1691","NA12003",0,18673374,0,10830,2132357,75444908,75047578.81,77572882,0.15734,0,1,72464,0
"1692","NA12004",0,21730671,0,15010,2239671,75409398,75047578.81,77572882,0.14328,0.638,0.362,40991,72124
"1693","NA12005",0,24125260,0,15937,2125260,75452048,75047578.81,77572882,0.16017,0,1,75563,0
"1694","NA12006",0,19511409,0,14996,2225611,75416364,75047578.81,77572882,0.14604,0.607,0.393,42272,65239
"1695","NA12043",0,20408648,0,9971,2119228,75458196,75047578.81,77572882,0.1626,0,1,72622,0
"1696","NA12044",0,20847027,0,16143,2208269,75434882,75047578.81,77572882,0.15337,0.601,0.399,43818,66028
"1697","NA12045",0,18960731,0,14310,2165705,75411059,75047578.81,77572882,0.14394,0,1,74914,0
"1698","NA12046",0,21522034,0,12748,2216802,75424781,75047578.81,77572882,0.14937,0.602,0.398,42466,64345
"1699","NA12058",0,24083298,0,14608,2206469,75439609,75047578.81,77572882,0.15524,0.617,0.383,42636,68618
"1700","NA12144",0,20147297,0,16540,2150664,75425861,75047578.81,77572882,0.1498,0,1,78434,0
"1701","NA12154",0,19887398,0,13467,2157932,75419207,75047578.81,77572882,0.14716,0,1,75985,0
"1702","NA12155",0,20099363,0,14819,2139373,75438487,75047578.81,77572882,0.1548,0,1,74038,0
"1703","NA12156",0,19229787,0,10971,2207615,75432385,75047578.81,77572882,0.15238,0.598,0.402,42383,63022
"1704","NA12234",0,21835192,0,12642,2197912,75448151,75047578.81,77572882,0.15862,0.623,0.377,41424,68527
"1705","NA12249",0,20024919,0,7209,2159354,75479853,75047578.81,77572882,0.17118,0.589,0.411,43369,62056
"1706","NA12272",0,20781691,0,8498,2114028,75463241,75047578.81,77572882,0.1646,0,1,76779,0
"1707","NA12273",0,21213025,0,14042,2239515,75406918,75047578.81,77572882,0.1423,0.627,0.373,41103,69222
"1708","NA12275",0,20052856,0,9151,2227697,75422947,75047578.81,77572882,0.14864,0.648,0.352,40175,73985
"1709","NA12282",0,20911996,0,14035,2153484,75423796,75047578.81,77572882,0.14898,0,1,75265,0
"1710","NA12283",0,20482982,0,13975,2222491,75421541,75047578.81,77572882,0.14809,0.615,0.385,41977,67088
"1711","NA12286",0,22466062,0,16117,2151986,75425172,75047578.81,77572882,0.14952,0,1,77364,0
"1712","NA12287",0,20093213,0,10478,2199130,75439940,75047578.81,77572882,0.15537,0.587,0.413,43988,62445
"1713","NA12340",0,21128342,0,14535,2135981,75440925,75047578.81,77572882,0.15576,0,1,72837,0
"1714","NA12341",0,19005555,0,10641,2221391,75423475,75047578.81,77572882,0.14885,0.615,0.385,42335,67627
"1715","NA12342",0,20343893,0,18259,2077371,75499722,75047578.81,77572882,0.17905,0,1,74500,0
"1716","NA12347",0,20892647,0,13052,2158911,75418289,75047578.81,77572882,0.1468,0,1,72087,0
"1717","NA12348",0,21851230,0,13209,2211446,75428557,75047578.81,77572882,0.15086,0.581,0.419,45460,62966
"1718","NA12383",0,21427508,0,13709,2227220,75420069,75047578.81,77572882,0.1475,0.624,0.376,41963,69659
"1719","NA12399",0,21350636,0,9426,2125512,75451502,75047578.81,77572882,0.15995,0,1,75998,0
"1720","NA12400",0,20248711,0,8569,2199281,75441709,75047578.81,77572882,0.15607,0.593,0.407,44088,64129
"1721","NA12413",0,20119427,0,14049,2111310,75462487,75047578.81,77572882,0.1643,0,1,75816,0
"1722","NA12414",0,19515173,0,15234,2174955,75466587,75047578.81,77572882,0.16592,0.599,0.401,43212,64506
"1723","NA12489",0,20291085,0,15205,2200755,75444150,75047578.81,77572882,0.15704,0.625,0.375,40634,67654
"1724","NA12546",0,19377433,0,13418,2148804,75428055,75047578.81,77572882,0.15067,0,1,75579,0
"1725","NA12716",0,21026960,0,12243,2116120,75460910,75047578.81,77572882,0.16368,0,1,75558,0
"1726","NA12717",0,33364036,0,14874,2194723,75450924,75047578.81,77572882,0.15972,0.616,0.384,42616,68434
"1727","NA12718",0,20201091,0,9487,2205335,75440075,75047578.81,77572882,0.15543,0.611,0.389,43494,68428
"1728","NA12748",0,20494473,0,14684,2161084,75415634,75047578.81,77572882,0.14575,0,1,73874,0
"1729","NA12749",0,21673631,0,14236,2222429,75422639,75047578.81,77572882,0.14852,0.618,0.382,42043,68101
"1730","NA12750",0,20980910,0,15125,2152691,75424169,75047578.81,77572882,0.14913,0,1,74730,0
"1731","NA12751",0,20766689,0,12726,2208812,75434059,75047578.81,77572882,0.15304,0.601,0.399,43195,65188
"1732","NA12760",0,22129419,0,12554,2138244,75439192,75047578.81,77572882,0.15508,0,1,78044,0
"1733","NA12761",0,20420922,0,11807,2200641,75438650,75047578.81,77572882,0.15486,0.575,0.425,46288,62534
"1734","NA12762",0,19599971,0,11487,2135122,75442032,75047578.81,77572882,0.1562,0,1,73399,0
"1735","NA12763",0,20370556,0,13757,2218514,75425744,75047578.81,77572882,0.14975,0.627,0.373,40041,67339
"1736","NA12775",0,19722876,0,13759,2147510,75429517,75047578.81,77572882,0.15124,0,1,72824,0
"1737","NA12776",0,20032159,0,10481,2225405,75415130,75047578.81,77572882,0.14555,0.586,0.414,44703,63298
"1738","NA12777",0,19074560,0,13392,2108331,75469279,75047578.81,77572882,0.16699,0,1,74843,0
"1739","NA12778",0,19918600,0,12195,2182634,75462943,75047578.81,77572882,0.16448,0.618,0.382,42648,69103
"1740","NA12812",0,20312265,0,14004,2144075,75432868,75047578.81,77572882,0.15257,0,1,76305,0
"1741","NA12813",0,21713559,0,11170,2211008,75434258,75047578.81,77572882,0.15312,0.619,0.381,41819,67988
"1742","NA12814",0,21521334,0,11744,2124651,75452536,75047578.81,77572882,0.16036,0,1,73985,0
"1743","NA12815",0,20843612,0,12088,2204744,75440885,75047578.81,77572882,0.15575,0.634,0.366,39207,68053
"1744","NA12827",0,23170987,0,12824,2141855,75435419,75047578.81,77572882,0.15358,0,1,77356,0
"1745","NA12828",0,20705162,0,10292,2212541,75429247,75047578.81,77572882,0.15114,0.608,0.392,41659,64507
"1746","NA12829",0,19458714,0,12821,2142239,75434853,75047578.81,77572882,0.15336,0,1,78173,0
"1747","NA12830",0,19948779,0,14451,2239113,75406643,75047578.81,77572882,0.14219,0.624,0.376,41189,68223
"1748","NA12842",0,18990499,0,12312,2146724,75430237,75047578.81,77572882,0.15153,0,1,74858,0
"1749","NA12843",0,20487172,0,13265,2214912,75432755,75047578.81,77572882,0.15253,0.636,0.364,40366,70436
"1750","NA12872",0,21788414,0,15121,2156554,75420275,75047578.81,77572882,0.14758,0,1,74168,0
"1751","NA12873",0,24461200,0,13402,2208971,75435434,75047578.81,77572882,0.15359,0.607,0.393,43126,66589
"1752","NA12874",0,20798147,0,13178,2061145,75515973,75047578.81,77572882,0.18548,0,1,74498,0
"1753","NA12878",0,22686702,0,11624,2201714,75443620,75047578.81,77572882,0.15683,0.621,0.379,41414,67992
"1754","NA12889",0,21005224,0,14384,2156723,75420045,75047578.81,77572882,0.14749,0,1,75117,0
"1755","NA12890",0,20822897,0,13562,2220432,75424471,75047578.81,77572882,0.14925,0.618,0.382,41814,67594
"1756","NA18486",0,22633722,0,9279,2830933,74747314,75047578.81,77572882,-0.1189,0,1,107744,0
"1757","NA18488",0,23448546,0,15042,2958302,74723122,75047578.81,77572882,-0.12848,0.639,0.361,58181,102813
"1758","NA18489",0,21075131,0,16667,2946942,74739452,75047578.81,77572882,-0.12202,0.657,0.343,56028,107491
"1759","NA18498",0,22110632,0,6704,2823395,74755106,75047578.81,77572882,-0.11582,0,1,105031,0
"1760","NA18499",0,22349348,0,14724,2947879,74739553,75047578.81,77572882,-0.12198,0.663,0.337,55309,108728
"1761","NA18501",0,23330658,0,12929,2850038,74728577,75047578.81,77572882,-0.12632,0,1,108124,0
"1762","NA18502",0,22561216,0,11615,2931752,74752650,75047578.81,77572882,-0.11679,0.659,0.341,54523,105553
"1763","NA18504",0,22716089,0,15582,2836517,74742232,75047578.81,77572882,-0.12091,0,1,107441,0
"1764","NA18505",0,22507623,0,12224,2947490,74738491,75047578.81,77572882,-0.1224,0.665,0.335,54121,107388
"1765","NA18507",0,21974314,0,4422,2810146,74768399,75047578.81,77572882,-0.11055,0,1,108209,0
"1766","NA18508",0,21681346,0,11916,2969878,74709706,75047578.81,77572882,-0.13379,0.636,0.364,57737,100962
"1767","NA18510",0,23625690,0,15992,2843737,74734564,75047578.81,77572882,-0.12395,0,1,103740,0
"1768","NA18511",0,21368689,0,10794,2959566,74724539,75047578.81,77572882,-0.12792,0.655,0.345,55707,105643
"1769","NA18516",0,22409433,0,4691,2797991,74780681,75047578.81,77572882,-0.10569,0,1,107910,0
"1770","NA18517",0,22462069,0,11949,2931156,74755709,75047578.81,77572882,-0.11558,0.667,0.333,54225,108633
"1771","NA18519",0,22185416,0,16852,2834999,74743204,75047578.81,77572882,-0.12053,0,1,110524,0
"1772","NA18520",0,27888709,0,7617,2905357,74775742,75047578.81,77572882,-0.10765,0.654,0.346,54709,103314
"1773","NA18522",0,22291823,0,3789,2809962,74768279,75047578.81,77572882,-0.1106,0,1,105811,0
"1774","NA18523",0,27531649,0,13524,2943347,74741670,75047578.81,77572882,-0.12114,0.654,0.346,56307,106568
"1775","NA18525",0,19365033,0,21848,2052792,75579841,75047578.81,77572882,0.21077,0.523,0.477,51002,55977
"1776","NA18526",0,23314598,0,18037,2072428,75562750,75047578.81,77572882,0.204,0.532,0.468,50650,57567
"1777","NA18528",0,21263533,0,19917,2069627,75559495,75047578.81,77572882,0.20271,0.496,0.504,53163,52327
"1778","NA18530",0,20129141,0,7829,1988810,75587718,75047578.81,77572882,0.21389,0,1,78357,0
"1779","NA18531",0,21943450,0,18361,2058747,75579590,75047578.81,77572882,0.21067,0.563,0.437,47521,61297
"1780","NA18532",0,20195259,0,20201,2066092,75571342,75047578.81,77572882,0.20741,0.546,0.454,50056,60304
"1781","NA18533",0,20489594,0,18804,2067577,75569644,75047578.81,77572882,0.20673,0.551,0.449,49366,60536
"1782","NA18534",0,20537067,0,8823,1978018,75598744,75047578.81,77572882,0.21826,0,1,81967,0
"1783","NA18535",0,19387271,0,13622,2058685,75579233,75047578.81,77572882,0.21053,0.567,0.433,47047,61593
"1784","NA18536",0,20099294,0,19212,1986311,75590362,75047578.81,77572882,0.21494,0,1,78091,0
"1785","NA18537",0,19424974,0,8676,2046110,75586891,75047578.81,77572882,0.21356,0.525,0.475,51116,56432
"1786","NA18538",0,19856762,0,17762,2080618,75555802,75047578.81,77572882,0.20125,0.544,0.456,49920,59515
"1787","NA18539",0,20788964,0,12088,2037579,75596026,75047578.81,77572882,0.21718,0.53,0.47,50037,56408
"1788","NA18541",0,19237531,0,16034,2058683,75579611,75047578.81,77572882,0.21068,0.565,0.435,47412,61675
"1789","NA18542",0,21272789,0,20187,2091548,75545516,75047578.81,77572882,0.19718,0.552,0.448,48663,59917
"1790","NA18543",0,21731887,0,20137,2021897,75555083,75047578.81,77572882,0.20097,0,1,77034,0
"1791","NA18544",0,22173823,0,18380,2005846,75571370,75047578.81,77572882,0.20742,0,1,79567,0
